Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
552;1279;Diponegoro University;IDN;Universities;1
553;1283;University College Cork *;IRL;Universities;1
553;1283;University of Essex;GBR;Universities;1
555;1290;Hamad Bin Khalifa University *;QAT;Universities;1
556;1293;Queen's University;CAN;Universities;1
557;1295;Montpellier Business School;FRA;Universities;1
558;1301;Washington State University, Pullman *;USA;Universities;1
558;1301;Universitat Stuttgart;DEU;Universities;1
560;1307;Keele University;GBR;Universities;2
561;1309;Ocean University of China;CHN;Universities;1
562;1314;University of Delaware;USA;Universities;1
563;1316;Universite de Nantes *;FRA;Universities;1
564;1319;Universitat Regensburg *;DEU;Universities;1
565;1321;Universitas Sumatera Utara;IDN;Universities;1
566;1325;University of Texas, Health Science Center at Houston;USA;Universities;1
566;1325;Universita Politecnica delle Marche;ITA;Universities;1
566;1325;Syiah Kuala University;IDN;Universities;1
569;1329;Universita degli Studi di Ferrara;ITA;Universities;1
570;1333;Peter the Great St Petersburg Polytechnic University;RUS;Universities;1
571;1339;Liverpool School of Tropical Medicine;GBR;Universities;2
572;1343;Bogor Agricultural University;IDN;Universities;1
573;1345;Fuzhou University;CHN;Universities;1
573;1345;Sheffield Hallam University;GBR;Universities;2
575;1349;Sichuan Agricultural University;CHN;Universities;1
576;1352;Technische Universitat Darmstadt;DEU;Universities;2
576;1352;Babes-Bolyai University;ROU;Universities;1
578;1355;University of South Australia;AUS;Universities;1
579;1358;Budapest University of Technology and Economics;HUN;Universities;1
580;1361;Karl Franzens Universitat Graz *;AUT;Universities;1
581;1366;The Open University;GBR;Universities;1
582;1368;Hiroshima University *;JPN;Universities;1
583;1377;City University London;GBR;Universities;2
583;1377;Martin-Luther-Universitat Halle-Wittenberg *;DEU;Universities;1
585;1379;Tokyo Institute of Technology;JPN;Universities;1
586;1382;Universite du Luxembourg;LUX;Universities;1
587;1383;Iran University of Medical Sciences *;IRN;Universities;1
587;1383;Universitat fur Bodenkultur Wien *;AUT;Universities;1
589;1386;Adam Mickiewicz University;POL;Universities;1
589;1386;National University of Ireland, Maynooth;IRL;Universities;1
591;1391;Keio University *;JPN;Universities;1
592;1402;Guangdong University of Technology;CHN;Universities;1
593;1404;Plymouth University;GBR;Universities;2
593;1404;Northeast Agricultural University;CHN;Universities;1
593;1404;Coventry University;GBR;Universities;1
596;1408;University of KwaZulu-Natal *;ZAF;Universities;1
596;1408;Army Medical University *;CHN;Universities;1
598;1411;Universidad de La Laguna;ESP;Universities;1
599;1416;Catholic University of Korea *;KOR;Universities;1
600;1421;National University of Ireland, Galway;IRL;Universities;1
601;1429;Medical University of South Carolina *;USA;Universities;1
602;1430;Tilburg University;NLD;Universities;2
603;1439;University of Houston;USA;Universities;1
604;1440;Shiraz University of Medical Sciences *;IRN;Universities;1
605;1444;University of Saskatchewan;CAN;Universities;1
605;1444;University of Guelph;CAN;Universities;1
607;1450;Universita degli Studi di Cagliari;ITA;Universities;1
607;1450;University of Pretoria;ZAF;Universities;1
609;1455;Hefei University of Technology *;CHN;Universities;1
609;1455;AGH University of Science and Technology;POL;Universities;1
611;1459;Bahria University;PAK;Universities;1
612;1470;VIT University;IND;Universities;1
612;1470;China University of Petroleum;CHN;Universities;1
614;1475;Islamic University of Gaza;PSE;Universities;1
615;1478;University of Ulster;GBR;Universities;2
616;1481;Universite de Toulouse-Jean Jaures *;FRA;Universities;1
617;1484;York University;CAN;Universities;1
618;1493;Zhejiang University of Technology;CHN;Universities;1
619;1498;University of Huddersfield;GBR;Universities;2
620;1503;University of Oradea;ROU;Universities;1
620;1503;Hangzhou Normal University *;CHN;Universities;1
622;1512;Thomas Jefferson University *;USA;Universities;1
623;1517;Universidade de Brasilia;BRA;Universities;1
624;1519;Edinburgh Napier University;GBR;Universities;2
625;1522;Universidad de Cantabria *;ESP;Universities;1
625;1522;Mahidol University *;THA;Universities;1
627;1527;University of Szeged;HUN;Universities;1
628;1536;University of Tasmania;AUS;Universities;1
629;1541;Shanghai Medical College of Fudan University;CHN;Universities;1
630;1545;Taif University;SAU;Universities;1
630;1545;Warsaw University of Life Sciences;POL;Universities;1
630;1545;Universitat des Saarlandes *;DEU;Universities;1
633;1557;University of Eastern Finland;FIN;Universities;1
633;1557;Anglia Ruskin University;GBR;Universities;2
635;1563;Technische Universitat Graz *;AUT;Universities;1
635;1563;University of Macau;MAC;Universities;1
637;1567;Hacettepe University;TUR;Universities;1
638;1572;Bournemouth University;GBR;Universities;2
639;1577;Universidad de Concepcion *;CHL;Universities;1
640;1594;Chung-Ang University *;KOR;Universities;1
641;1599;Rush University *;USA;Universities;1
642;1611;Air University;PAK;Universities;1
643;1618;Universitat Bremen *;DEU;Universities;1
644;1620;University of Victoria;CAN;Universities;1
645;1625;West Virginia University *;USA;Universities;1
646;1627;Robert Gordon University;GBR;Universities;3
646;1627;York St John University;GBR;Universities;3
648;1631;Drexel University;USA;Universities;1
649;1635;Aston University;GBR;Universities;1
650;1642;Chiang Mai University;THA;Universities;1
651;1644;Universita degli Studi Gabriele d'Annunzio di Chieti e Pescara;ITA;Universities;1
652;1648;Indian Institute of Science;IND;Universities;1
653;1652;Saint Petersburg State University of Architecture and Civil Engineering;RUS;Universities;1
654;1657;University of Gloucestershire;GBR;Universities;3
655;1660;University of Nebraska Medical Center;USA;Universities;1
656;1664;Cankaya University;TUR;Universities;1
656;1664;Anhui Medical University *;CHN;Universities;1
658;1670;Wroclaw Medical University;POL;Universities;1
658;1670;Universita degli Studi dell Aquila;ITA;Universities;2
658;1670;Second Military Medical University *;CHN;Universities;1
658;1670;Military Academy;SRB;Universities;1
662;1678;Norwegian University of Life Sciences;NOR;Universities;1
663;1680;Chang'an University ;CHN;Universities;1
663;1680;Yeungnam University;KOR;Universities;1
663;1680;National Cheng Kung University;TWN;Universities;1
666;1685;Pusan National University;KOR;Universities;1
666;1685;Universita della Calabria;ITA;Universities;2
668;1692;Guangxi University;CHN;Universities;1
669;1697;Jonkoping University;SWE;Universities;2
669;1697;Universidade Federal de Sao Paulo *;BRA;Universities;1
671;1706;Florida International University;USA;Universities;1
672;1708;University of Johannesburg;ZAF;Universities;1
672;1708;United Arab Emirates University;ARE;Universities;1
674;1719;Gottfried Wilhelm Leibniz Universitat Hannover;DEU;Universities;2
674;1719;Guangzhou University;CHN;Universities;1
674;1719;Leeds Beckett University;GBR;Universities;2
677;1729;Medical College of Wisconsin;USA;Universities;1
677;1729;International Islamic University Malaysia;MYS;Universities;1
679;1741;University of Texas, Dallas;USA;Universities;1
680;1743;Louisiana State University, Baton Rouge;USA;Universities;1
681;1750;Oslo Metropolitan University;NOR;Universities;1
682;1751;National Technical University of Athens;GRC;Universities;1
682;1751;College de France;FRA;Universities;1
682;1751;University of Lincoln;GBR;Universities;2
685;1757;Ain Shams University *;EGY;Universities;1
685;1757;Lappeenranta University of Technology;FIN;Universities;2
687;1765;University of Novi Sad;SRB;Universities;1
688;1770;Scuola Normale Superiore Pisa *;ITA;Universities;2
689;1773;Weill Cornell Medicine, Qatar;QAT;Universities;1
690;1776;James Cook University *;AUS;Universities;1
691;1784;Air Force Medical University *;CHN;Universities;1
691;1784;Universita degli Studi di Udine;ITA;Universities;2
693;1792;University of the West of England *;GBR;Universities;2
693;1792;Ernst-Moritz-Arndt-Universitat Greifswald *;DEU;Universities;2
695;1800;East China University of Science and Technology;CHN;Universities;1
696;1804;Anhui University of Finance and Economics;CHN;Universities;1
697;1818;Universidad de Alcala *;ESP;Universities;1
698;1820;The University of Hull;GBR;Universities;2
699;1823;University of Western Sydney;AUS;Universities;1
700;1828;Universitas Negeri Semarang;IDN;Universities;1
700;1828;Ecole Nationale Superieure de Formation de Enseignement Agricole de Toulouse *;FRA;Universities;2
700;1828;Oxford University Clinical Research Unit;VNM;Universities;1
703;1832;Institut National Polytechnique de Toulouse *;FRA;Universities;2
704;1838;University of Debrecen;HUN;Universities;1
704;1838;Semmelweis University;HUN;Universities;1
704;1838;Centrale Supelec;FRA;Universities;1
707;1845;Universiti Teknologi MARA;MYS;Universities;1
708;1848;University of Oregon;USA;Universities;1
708;1848;Universidad de Jaen *;ESP;Universities;2
710;1852;Tulane University *;USA;Universities;1
710;1852;Universita degli Studi di Siena;ITA;Universities;1
710;1852;Universite de Lyon;FRA;Universities;1
713;1857;Eotvos Lorand University;HUN;Universities;1
713;1857;University of Wolverhampton;GBR;Universities;3
713;1857;Universita del Salento;ITA;Universities;2
716;1862;Fujian Medical University *;CHN;Universities;1
717;1873;Universita degli Studi dell'Insubria;ITA;Universities;2
718;1875;Abdul Wali Khan University;PAK;Universities;1
719;1880;Chang Gung University;TWN;Universities;1
720;1884;Universite Clermont-Auvergne;FRA;Universities;1
721;1888;Royal Holloway - University of London;GBR;Universities;2
722;1891;Pontificia Universidad Javeriana *;COL;Universities;1
723;1897;Manipal University;IND;Universities;1
723;1897;Indonesia University of Education;IDN;Universities;1
723;1897;Universitat de les Illes Balears *;ESP;Universities;2
723;1897;The University of Salford;GBR;Universities;2
727;1906;University of Warmia and Mazury;POL;Universities;1
727;1906;Universidade de Vigo *;ESP;Universities;1
729;1917;Zagazig University *;EGY;Universities;1
729;1917;Flinders University;AUS;Universities;1
731;1922;Technische Universitat Braunschweig;DEU;Universities;2
731;1922;Universidad de Almeria *;ESP;Universities;2
733;1924;Universitas Negeri Sebelas Maret;IDN;Universities;1
733;1924;Poznan University of Life Sciences;POL;Universities;1
735;1929;King Fahd University of Petroleum and Minerals;SAU;Universities;1
735;1929;Universite de Bourgogne *;FRA;Universities;1
735;1929;Kansas State University;USA;Universities;1
738;1935;Universita degli Studi Magna Graecia di Catanzaro;ITA;Universities;2
739;1938;Shoolini University;IND;Universities;1
740;1942;Philipps-Universitat Marburg *;DEU;Universities;1
741;1945;Dublin City University;IRL;Universities;1
741;1945;University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca;ROU;Universities;1
741;1945;Institut Eurecom;FRA;Universities;1
744;1956;Universidad Miguel Hernandez *;ESP;Universities;2
744;1956;Singapore University of Technology and Design;SGP;Universities;2
746;1959;Government College University, Faisalabad;PAK;Universities;1
747;1967;Universidad Rey Juan Carlos *;ESP;Universities;1
748;1972;Norwegian School of Sport Sciences;NOR;Universities;3
748;1972;Universitat de Lleida *;ESP;Universities;2
750;1974;Medical University of Warsaw;POL;Universities;1
751;1976;University of Mississippi *;USA;Universities;2
752;1980;University of Central Lancashire;GBR;Universities;2
753;1985;George Mason University;USA;Universities;1
753;1985;Glasgow Caledonian University;GBR;Universities;2
755;1990;Auburn University;USA;Universities;1
756;1993;Ecole Normale Superieure de Paris *;FRA;Universities;1
756;1993;Konkuk University *;KOR;Universities;1
758;1996;Chonbuk National University *;KOR;Universities;1
759;2005;Universidad Europea de Madrid *;ESP;Universities;1
760;2015;Harbin Engineering University;CHN;Universities;1
761;2018;Universitat Bielefeld;DEU;Universities;1
761;2018;Nanjing Tech University;CHN;Universities;1
763;2027;Birkbeck, University of London;GBR;Universities;2
764;2029;Middlesex University *;GBR;Universities;2
764;2029;Universidad de Extremadura *;ESP;Universities;1
766;2032;Princess Nourah bint Abdul Rahman University *;SAU;Universities;1
767;2037;Bangor University;GBR;Universities;2
768;2038;Poznan University of Medical Sciences;POL;Universities;1
769;2045;Massey University;NZL;Universities;1
770;2051;Lampung University;IDN;Universities;1
770;2051;Universite Paris-Est Creteil *;FRA;Universities;1
772;2058;University of Texas Medical Branch ;USA;Universities;1
773;2060;Universita degli Studi di Enna Kore;ITA;Universities;2
773;2060;Edge Hill University;GBR;Universities;2
775;2069;University of Vermont;USA;Universities;1
776;2074;Shanghai University of Traditional Chinese Medicine *;CHN;Universities;1
777;2078;University of Texas Health Science Center at San Antonio ;USA;Universities;2
777;2078;Georgia State University;USA;Universities;1
777;2078;Borys Grinchenko Kyiv Metropolitan University;UKR;Universities;1
780;2084;Silesian University of Technology;POL;Universities;1
780;2084;Universitas Negeri Padang;IDN;Universities;1
782;2093;University of Split;HRV;Universities;1
783;2101;Universitat Konstanz;DEU;Universities;2
784;2103;De Montfort University;GBR;Universities;2
785;2110;Prince Sattam Bin Abdulaziz University;SAU;Universities;1
785;2110;Scuola Superiore S. Anna di Studi Universitari e di Perfezionamento *;ITA;Universities;1
