"","Species","GS","lat","long"
"462","Chymomyza_amoena",395.2,52.05,5.45
"463","Chymomyza_amoena",395.2,51.5,5.95
"464","Chymomyza_amoena",395.2,51.85,4.45
"465","Chymomyza_amoena",395.2,53,6.5
"466","Chymomyza_amoena",395.2,51.95,5.65
"467","Chymomyza_amoena",395.2,50.9,5.9
"468","Chymomyza_amoena",395.2,51.4,5.45
"469","Chymomyza_amoena",395.2,51.4,5.5
"470","Chymomyza_amoena",395.2,51.35,5.45
"471","Chymomyza_amoena",395.2,51.4,5.5
"472","Chymomyza_amoena",395.2,51.4,5.5
"473","Chymomyza_amoena",395.2,51.4,5.5
"474","Chymomyza_amoena",395.2,52.75,6.85
"475","Chymomyza_amoena",395.2,46.389245,-64.618661
"476","Chymomyza_amoena",395.2,42.6042,-71.61682
"477","Chymomyza_amoena",395.2,43.696523,-79.303226
"478","Chymomyza_amoena",395.2,43.659332,-79.478658
"479","Chymomyza_amoena",395.2,42.390916,-76.373023
"480","Chymomyza_amoena",395.2,51.434002,7.030202
"481","Chymomyza_amoena",395.2,38.971286,-77.041086
"482","Chymomyza_amoena",395.2,39.311927,-76.776436
"483","Chymomyza_amoena",395.2,52.1,5.2
"484","Chymomyza_amoena",395.2,51.75,5.5
"485","Chymomyza_amoena",395.2,51.4,5.45
"486","Chymomyza_amoena",395.2,52.9,6.8
"487","Chymomyza_amoena",395.2,52.25,6.2
"488","Chymomyza_amoena",395.2,51.1,6
"489","Chymomyza_amoena",395.2,52,5.5
"490","Chymomyza_amoena",395.2,51.7,5.85
"491","Chymomyza_amoena",395.2,50.9,5.9
"492","Chymomyza_amoena",395.2,52.05,5.25
"493","Chymomyza_amoena",395.2,51.15,5.95
"494","Chymomyza_amoena",395.2,51.55,5.05
"495","Chymomyza_amoena",395.2,51.55,5.05
"496","Chymomyza_amoena",395.2,51.7,5.85
"497","Chymomyza_amoena",395.2,51.4,7.06
"498","Chymomyza_amoena",395.2,50.9,5.9
"499","Chymomyza_amoena",395.2,52.1,5.55
"500","Chymomyza_amoena",395.2,51.55,4.9
